Model Name,F1-Score,F1-Score (Non-US),F1-Score (Missing Data),Average F1 CV Scores,Accuracy,Accuracy (Non-US),Accuracy (Missing Data),PR-AUC,PR-AUC (Missing Data),PR-AUC (Non-US Data),Total Test Time
Mixed,0.9130434782608695,0.9147727272727273,0.9,0.8907165300712008,0.8933333333333333,0.9047619047619048,0.9354838709677419,0.9723142012886452,0.9161290322580645,0.934086208513825,4.423811157999808
